question,golden_answer,context,our_answer_wo_context,our_answer_w_context
"Prior to Howard Webb in 2010, who was the last Englishman to referee a World Cup Final?","Taylor, Jack; Jack Taylor; Jack Taylor (disambiguation); Jack Taylor (baseball player)","Webb was the first Englishman to referee a World Cup final since Jack Taylor officiated the 1974 final between the Netherlands and West Germany. A police officer from Rotherham, South Yorkshire, 38-year-old Webb is one of the English Select Group Referees, and has officiated Premier League matches since 2003. He was appointed to the FIFA list of international match referees in 2005, and before the World Cup, he had taken charge of the 2010 UEFA Champions League Final and the 2009 FA Cup Final. At the 2010 World Cup, Webb refereed three games, all with Cann and Mullarkey as his",Joan Ritchie 1966,Jack Taylor.
Balmoral Castle is in which European country?,"The Scottish Nation; Scotlander; Scotland; Northern Great Britain; Scot Land; Scottland; Scotlanders; Scotland, UK; Scotland's; Scottish nation; North Great Britain; Autonomous Province of Scotland; Scottish Nation; Communications in Scotland; Maps of scotland; North of Great Britain; Scotia minor; Auld Country; Scotchland; H-Alba; SCOTLAND; East coast of Scotland","substitute locations were used: Blairquhan Castle in ""The Queen""; and Duns Castle in ""Mrs Brown"". Queen Elizabeth II's visits to Balmoral Castle were also featured in several episodes of the Netflix series ""The Crown"". Ardverikie House was used as a stand-in for the royal estate for filming purposes. Since 1987 an illustration of the castle has been featured on the reverse side of £100 notes issued by the Royal Bank of Scotland. Balmoral Castle Balmoral Castle () is a large estate house in Royal Deeside, Aberdeenshire, Scotland, near the village of Crathie, west of Ballater and east of Braemar. Balmoral",Scotland.,Scotland.
Asmara is the capital city of which country?,Administrative divisions of Eritrea; Eritrea; Erythraia; Iritriya; State of Eritrea; Eritria; Eriteria; Erithrea; Erythrée; Eirtrea; ʾErtrā; Dawlat Iritriyá; Eruthraia; ISO 3166-1:ER; Erythrea; Eritirea; Erythree; Eritreah; Hagere Ertra; Ertrea; Ertra,"Asmara Asmara (; ), or Asmera, is the capital and most populous city of Eritrea and the Central Region. It sits at an elevation of , making it the sixth highest capital in the world by altitude. The city is located at the tip of an escarpment that is both the northwestern edge of the Eritrean highlands and the Great Rift Valley in neighbouring Ethiopia. In 2017, the city was declared as a UNESCO World Heritage Site for its well-preserved modernist architecture. Asmara was founded in the 11th century CE after four separate villages unified to live together peacefully after",Eritrea.,Eritrea.
Gephyrophobia is the irrational fear of crossing what?,Bridges; Bridge railing styles; Bridge building; 🌉; Bridge abutments; Railroad Bridge; Railroad bridge; Road bridges; Bridge Building; Bridge (engineering); Double-deck bridge; Railway bridges; Types of bridges; Railway bridge; Bridge (structure); Bridge railing; Bridge railing style; Brigecraft; Road bridge; Bridgecraft; Bridge; Road Bridge; Bridge failure; Rail bridge; Railway Bridge; Bidge; Bridge failures,"Gephyrophobia Gephyrophobia is the anxiety disorder or specific phobia characterized by the fear of bridges. As a result, sufferers of gephyrophobia may avoid routes that will take them over bridges. Some possible explanations of gephyrophobia may be the fear of driving off the bridge, the fear of a gust of wind blowing one off the bridge, or the fear that the bridge will collapse if they try to cross it (a fear that the bridge lacks structural integrity). The fear overlaps with acrophobia, the fear of heights, as gephyrophobia tends to be exacerbated in tall bridges vs. ones close to",Bridges.,bridges
Which type of race originated in the British Isles where runners raced from one town's ___ to the next where the ___'s were used as markers due to their visibility over long distances? Along the way runners inevitably had to jump creeks and low stone walls separating estates.,Steeplechase (the missing word is steeple),"On My Way to Where On My Way to Where was the first solo LP by Dory Previn, released in 1970. Dory Previn established herself from the late 1950s as a lyricist for movie songs in Hollywood, in the process being nominated for three Academy Awards. However, by 1970 her marriage to composer and conductor André Previn had disintegrated, following his affair with Mia Farrow and her own mental health problems. She retreated into a hospital, where, as therapy, she was encouraged to write songs of self-analysis. With producer Nik Venet, she recorded ""On My Way To Where"" for his",Steeplechase.,I do not know.
Which variety of hummingbird is the world's smallest bird?,B.E.E.; Bachelor of Electrical Engineering; THE BEE,"primary food source (flowers for nectar). Bee hummingbird The bee hummingbird, zunzuncito or Helena hummingbird (""Mellisuga helenae"") is a species of hummingbird which is the world's smallest bird. It is endemic to Cuba and the Isle of Pines. The bee hummingbird is the smallest living bird. Females weigh and are long, and are slightly larger than males, with an average weight of and length of . As its name suggests, it is scarcely larger than a bee. Like all hummingbirds, it is a swift, strong flier. The male has a green pileum and fiery red throat, iridescent gorget with elongated",Bee Hummingbird.,Bee hummingbird.
Which country won the FIFA Award for Most Entertaining Team at the 2006 World Cup?,Portogało; Republic of Portugal; PORTUGAL; Portekiz; Portugallu; O Papagaio; ISO 3166-1:PT; Portunga; Phu-to-ga; Potigal; Portûnga; Portugul; An Phortaingéil; Portugāle; Portugale; Portingale; Potiti; Portugali; Portugall; Portekîz; Bo Dao Nha; Portuguese Republic; Portogallo; Portugaul; Portogalo; Portyngal; Yn Phortiugal; Portugalio; Portugál; Portugual; Portuga; Portgual; Portugalsko; Portugaleje; Phû-tô-gâ; Portugalujo; Portugalija; Pertual; Pòtigal; Portugal; Bồ Đào Nha; Portugalska; República Portuguesa; Portiwgal; Portugalėjė; Portúgal; Portegal; An Phortaingeil; Republica Portuguesa,"No less than eleven players have been fielded on all three occasions, making them record World Cup players for their country: Angola at the FIFA World Cup Angola have appeared in the finals of the FIFA World Cup on one occasion in 2006, since becoming a member of FIFA in 1980. They were eliminated in the Group Stage after a defeat by Portugal and two draws with Mexico and Iran. In their last match, Flávio scored Angola's first and only goal of the tournament. Group D of the 2006 FIFA World Cup Flávio got the opening goal of the game",Italy won.,I do not know.
Who had a UK Top 10 chart hit in 1976 with 'Devil Woman'?,"It's Cliff Richard!; Sir Cliff; Cliff Richard; Cliff Richard & the Shadows; Real As I Wanna Be; Cliff Richard and the Shadows; Cliff RICHARD; International Cliff Richard Movement; Wind Me Up; Sir Cliff Richard; Cliff Richard & The Shadows; Richard, Cliff; Harry Rodger Webb; Cliff Richard & the Drifters","Devil Woman ""Devil Woman"" is a 1976 hit single for Cliff Richard from his album ""I'm Nearly Famous"". The song saw a recent resurgence in popularity, being used in the film ""I, Tonya"" (2017), as the theme for the character of LaVona Golden, played by Allison Janney. ""Devil Woman"" was written by Terry Britten and Christine Holmes (singer of the Family Dogg) and also recorded by Holmes under the name ""Kristine"". A No. 9 UK hit in June 1976, ""Devil Woman"" became Richard's first single to reach the Top 20 in the US, reaching No. 6 on the ""Billboard"" Hot",Ricky Nelson,Cliff Richard.
What did British mathematician Andrew Wiles prove in 1993?,Fermat's conjecture; Fermat's Ultimate Theorem; Wiles-Fermat Theorem; Fermat's last theorem; Wiles theorem; Fermat’s Last Theorem; The Theorem to end all theorems; Last fermat theorem; 1782%5E12 + 1841%5E12 = 1922%5E12; Fermat's great theorem; Wiles's theorem; Ultimate Fermat Theorem; Xn + yn; Last Fermat theorem; Fermat great theorem; Fermat's final theorem; Fermat's Last Theorem; An + bn = cn; Wiles' theorem; Fermat conjecture; Fermats Last Theorem; Fermat's Last theorem; Fermet's Last Theorem; X%5En+y%5En=z%5En; Fermat s Last Theorem; Fermat last theorem; Fermat's Great Theorem; Fermat-Wiles Theorem; Fermat’s last theorem,"Andrew Wiles Sir Andrew John Wiles (born 11 April 1953) is a British mathematician and a Royal Society Research Professor at the University of Oxford, specialising in number theory. He is best known for proving Fermat's Last Theorem, for which he was awarded the 2016 Abel Prize and the 2017 Copley Medal by the Royal Society. He was appointed Knight Commander of the Order of the British Empire in 2000, and in 2018 was appointed as the first Regius Professor of Mathematics at Oxford. Wiles was born on 11 April 1953 in Cambridge, England, the son of Maurice Frank Wiles",Fermat's Last Theorem,Fermat's Last Theorem.
"""In Botticelli's painting """"The Birth of Venus"""", what is she standing on?""",SYSTOUMB (CONFIG.SYS directive); DCONFIG.SYS; TIMESLICE (CONFIG.SYS directive); * (CONFIG.SYS directive); CPU86; CPU88; TRACEBUF (CONFIG.SYS directive); HIDOS; SYSBOOT (CONFIG.SYS directive); CCONFIG.SYS; KEYBUF; CPU386+; KEYBOARD (CONFIG.SYS directive); NOCHAR (CONFIG.SYS directive); STUBA20; PRINTMONBUFFER (CONFIG.SYS directive); PRN (CONFIG.SYS directive); MEMMAN (CONFIG.SYS directive); MENU; CDDNAME (CONFIG.SYS directive); THREADS; CONFIG.NT; VIDEOMODE (CONFIG.SYS directive); DEBLOCK; SXFAKEHWFPU (CONFIG.SYS directive); CPU486+; ZOMBIEDRV; LASTDRIVEHIGH; CMOSADDR (CONFIG.SYS directive); CPU486 (CONFIG.SYS directive); VERIFY; HIFCBS (CONFIG.SYS directive); SWITCHAR (CONFIG.SYS directive); CPU286; FILENAME (CONFIG.SYS directive); A shell; MULTITRACK (CONFIG.SYS directive); DEVINFO; HIINSTALLLAST; GOTO (CONFIG.SYS directive); PROTECTONLY; MENUDEFAULT (CONFIG.SYS directive); FDCONFIG.SYS; MENUITEM (CONFIG.SYS directive); MAXWAIT (CONFIG.SYS directive); PC (CONFIG.SYS directive); DISKETTE; DOS boot menu; AUTOFAIL (CONFIG.SYS directive); DEVICEHIGH (CONFIG.SYS directive); MAXWAIT; ERREXE (CONFIG.SYS directive); IOPL (CONFIG.SYS directive); IRQPRIORITY (CONFIG.SYS directive); SHUTDOWN (CONFIG.SYS directive); IDLEHALT; REIPL (CONFIG.SYS directive); CPOS; TRACE (CONFIG.SYS directive); SHELL (CONFIG.SYS directive); DEVICE (CONFIG.SYS); SYSTEMPOOL (CONFIG.SYS directive); DEVICEHIGH; CLOCK (CONFIG.SYS directive); EECHO; DOSDIR; FILESHIGH (CONFIG.SYS directive); CPU86+ (CONFIG.SYS directive); INSTALL (CONFIG.SYS directive); ACCDATE; HMAREA (CONFIG.SYS directive); HIINSTALL; MEMORY (CONFIG.SYS directive); CPU86 (CONFIG.SYS directive); DEVICE; DRSWITCH (CONFIG.SYS directive); VERIFY (CONFIG.SYS directive); SCREEN (CONFIG.SYS directive); CACHEFLUSH (CONFIG.SYS directive); RETURN (CONFIG.SYS directive); GETKEY; DOSDATA (CONFIG.SYS directive); COMMON (CONFIG.SYS group); %3F (CONFIG.SYS directive); SHELLHIGH; VME (CONFIG.SYS directive); COMMENTS (CONFIG.SYS directive); STACKSHIGH; CONFIG.APP; ONERROR; LASTDRIVEHIGH (CONFIG.SYS directive); PRINTMONBUFSIZE (CONFIG.SYS directive); PRIORITY; LOGO (CONFIG.SYS directive); PAUSEONERROR (CONFIG.SYS directive); COUNTRY (CONFIG.SYS directive); FCBSHIGH (CONFIG.SYS directive); BASEDEV; DEBUG (CONFIG.SYS directive); DEVICE (CONFIG.SYS directive); PROTECTONLY (CONFIG.SYS directive); DEBLOCK (CONFIG.SYS directive); DRCONFIG.SYS; ONERROR (CONFIG.SYS directive); DEVINFO (CONFIG.SYS directive); LPT3 (CONFIG.SYS directive); VIDEOMODE; EXIT (CONFIG.SYS directive); ABORT; AVAILDEV (CONFIG.SYS directive); CONFIG.W40; COUNTRY; XBDA; SWITCHES (CONFIG.SYS directive); STUBA20 (CONFIG.SYS directive); HIFCBS; TMPEXT; CPU386 (CONFIG.SYS directive); SHELLHIGH (CONFIG.SYS directive); GOSUB (CONFIG.SYS directive); BASEDEV (CONFIG.SYS directive); AUTOCHECK (CONFIG.SYS directive); REM (CONFIG.SYS directive); MENUCOLOR; CPU486; List of CONFIG.SYS directives; DDSCS; BOOTMGR (CONFIG.SYS group); MENUITEM; XBDA (CONFIG.SYS directive); HILASTDRIVE (CONFIG.SYS directive); RUN (CONFIG.SYS directive); DPBS (CONFIG.SYS directive); STACKSIZE (CONFIG.SYS directive); LOADFIX; COM3 (CONFIG.SYS directive); SYSBOOT; VERSION (CONFIG.SYS directive); CODEPAGE; IDTCHK; INSTALLHIGH; ERROR (CONFIG.SYS directive); HIFILES; COM2 (CONFIG.SYS directive); LOCKS (CONFIG.SYS directive); BOOTNEXT (CONFIG.SYS directive); BREAK; CPU286 (CONFIG.SYS directive); CDDBUFFERS; ; (CONFIG.SYS directive); HIINSTALLLAST (CONFIG.SYS directive); HIFILES (CONFIG.SYS directive); TRAPDUMP (CONFIG.SYS directive); DPATH; UMBSRV; CPU286+; CPU286+ (CONFIG.SYS directive); DPATH (CONFIG.SYS directive); TIMEOUT; XT (CONFIG.SYS directive); CDDBUFFERS (CONFIG.SYS directive); TIMEOUT (CONFIG.SYS directive); VIRTDMA; DRIVATTR (CONFIG.SYS directive); COMAREA (CONFIG.SYS directive); PAUSEONERROR; VIRTDMA (CONFIG.SYS directive); RMSIZE; CPU88+ (CONFIG.SYS directive); SCROLLOCK (CONFIG.SYS directive); FORCE (CONFIG.SYS directive); BREAK (CONFIG.SYS directive); EXECA20OFF; IDTCHK (CONFIG.SYS directive); SWAPPATH (CONFIG.SYS directive); SYSGEN; SUPPRESSPOPUPS; CPU86+; COMMENT; PRINTMONBUFFER; SYSGEN (CONFIG.SYS directive); DRIVPARM; BUFFERSHIGH; AUTOFAIL; BUFFERS; CACHETTL (CONFIG.SYS directive); SAVENAME; CAPSLOCK (CONFIG.SYS directive); CACHESIZE (CONFIG.SYS directive); SCREEN; CONFIG.DOS; RESUMECHAR; FASTOPEN (CONFIG.SYS directive); SOFTREBOOT (CONFIG.SYS directive); AUTOCHECK; HIBUFFERS (CONFIG.SYS directive); COMMENTS; LOADFIX (CONFIG.SYS directive); PTSDOS (CONFIG.SYS group); AT (CONFIG.SYS directive); STRING (CONFIG.SYS directive); DEFAULT (CONFIG.SYS directive); CONFIG.WOS; SOFTREBOOT; ECHO (CONFIG.SYS directive); SWITCHES; SYSLOAD (CONFIG.SYS directive); HMAREA; THREADS (CONFIG.SYS directive); YESCHAR; SWITCH (CONFIG.SYS directive); INSTALLLAST; IDLEHALT (CONFIG.SYS directive); ZOMBIEDRV (CONFIG.SYS directive); RESERVEDRIVELETTER (CONFIG.SYS directive); AVAILDEV; COLOR (CONFIG.SYS directive); DRIVPARM (CONFIG.SYS directive); LPT4 (CONFIG.SYS directive); BUFFERSHIGH (CONFIG.SYS directive); VXD (CONFIG.SYS directive); SAVENAME (CONFIG.SYS directive); DISKCACHE (CONFIG.SYS directive); ERREXE; DUMPPROCESS; NUMLOCK (CONFIG.SYS directive); MENUDEFAULT; PRIORITY DISK IO; HILASTDRIVE; SYSLOAD; SUPPRESSPOPUPS (CONFIG.SYS directive); LPT1 (CONFIG.SYS directive); PROTSHELL; CODEPAGE (CONFIG.SYS directive); AUX (CONFIG.SYS directive); COMAREA; RMSIZE (CONFIG.SYS directive); HIDOS (CONFIG.SYS directive); COMMENT (CONFIG.SYS directive); HISTORY (CONFIG.SYS directive); BOOTNEXT; RESUMECHAR (CONFIG.SYS directive); SET (CONFIG.SYS directive); MEMMAN; CPOS (CONFIG.SYS directive); STACK (CONFIG.SYS directive); IGNORE; LOCKS; TRACEBUF; LIBPATH (CONFIG.SYS directive); DOS (CONFIG.SYS directive); COM1 (CONFIG.SYS directive); DOSDIR (CONFIG.SYS directive); HIDEVICE; STORAGE; PAUSE (CONFIG.SYS directive); INSTALL; KEYBOARD; FILESHIGH; CCONFIG.BIN; LASTDRIVE (CONFIG.SYS directive); YEAR2000; HISTACKS (CONFIG.SYS directive); DISKCACHE; STACK; SUBMENU; RESERVEDRIVELETTER; INCLUDE (CONFIG.SYS directive); INSERT (CONFIG.SYS directive); STORAGE (CONFIG.SYS directive); CPU386+ (CONFIG.SYS directive); DRIVATTR; CPSW (CONFIG.SYS directive); ODCONFIG.SYS; LASTDRIVE; CMOSADDR; BEEP (CONFIG.SYS directive); CALL (CONFIG.SYS directive); VGASCREEN (CONFIG.SYS directive); MEMORY; NUMLOCK; MULTITRACK; BUFFERS (CONFIG.SYS directive); DPBS; ACCDATE (CONFIG.SYS directive); CPSW; COMMENT (CONFIG.SYS group); SHELL; SUBMENU (CONFIG.SYS directive); MCONFIG.SYS; CPU386; INSTALL (CONFIG.SYS); HIINSTALL (CONFIG.SYS directive); CAPSLOCK; HISTORY (CONFIG.SYS); VGASCREEN; DDSCS (CONFIG.SYS directive); STACKSHIGH (CONFIG.SYS directive); REIPL; ! (CONFIG.SYS directive); FCBS (CONFIG.SYS directive); SHIFTSTATE (CONFIG.SYS directive); DOSDATA; SWAPPATH; COLOR; SCROLLOCK; FILENAME; ABORT (CONFIG.SYS directive); TIMESLICE; Config.sys; NOCHAR; STACKS (CONFIG.SYS directive); KEYBUF (CONFIG.SYS directive); CPU88 (CONFIG.SYS directive); CPU (CONFIG.SYS directive); CPU486+ (CONFIG.SYS directive); UMB (CONFIG.SYS directive); ERROR; INCLUDE; PRIORITY DISK IO (CONFIG.SYS directive); FILES; PRIORITY (CONFIG.SYS directive); TRAPDUMP; MENU (CONFIG.SYS directive); WINDOWS (CONFIG.SYS directive); DEFAULT; PS2 (CONFIG.SYS directive); DISPLAY; CCONFIG.INI; EXECA20OFF (CONFIG.SYS directive); DISKETTE (CONFIG.SYS directive); USERAM; PROTSHELL (CONFIG directive); SXFAKEHWFPU; YEAR2000 (CONFIG.SYS directive); PS1 (CONFIG.SYS directive); INSTALLLAST (CONFIG.SYS directive); CLS (CONFIG.SYS directive); FILES (CONFIG.SYS directive); LPT2 (CONFIG.SYS directive); HIDEVICE (CONFIG.SYS directive); HISHELL; MENUCOLOR (CONFIG.SYS directive); YESCHAR (CONFIG.SYS directive); STACKS; HISTACKS; IFS (CONFIG.SYS directive); DISPLAY (CONFIG.SYS directive); EECHO (CONFIG.SYS directive); GETKEY (CONFIG.SYS directive); SYSTOUMB; SHUTDOWN; DUMPPROCESS (CONFIG.SYS directive); SHIFTSTATE; DRSWITCH; CDDNAME; IGNORE (CONFIG.SYS directive); CHAIN (CONFIG.SYS directive); CONFIG.SYS; CONFIG.PTS; Colon (CONFIG.SYS directive); CPU88+; PRINTMONBUFSIZE; UMBSRV (CONFIG.SYS directive); INSTALLHIGH (CONFIG.SYS directive); HISHELL (CONFIG.SYS directive); FCBSHIGH; USERAM (CONFIG.SYS directive); HIBUFFERS; TMPEXT (CONFIG.SYS directive); COM4 (CONFIG.SYS directive); QUIET (CONFIG.SYS directive),"Systems used different versions of the painting in the splash screens and icons of their vector drawing app, Adobe Illustrator. Despite being the app's most cherished icon of the time, while a vector artist named Orlando Arocena tried to submit artwork for the Adobe Illustrator CC 2014 splash screen featuring a woman paying homage to the icon, he was worried that Venus's pose in the artwork would generate controversy. The Birth of Venus The Birth of Venus ( ) is a painting by the Italian artist Sandro Botticelli probably made in the mid 1480s. It depicts the goddess Venus arriving",A shell.,I do not know.
